article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc,article_idx,image_url,image_relative_path,in_home_feed,in_similar_items
0664074026,664074,Charlie Top,254,Top,Garment Upper body,1010016,Solid,93,Dark Green,4,Dark,19,Green,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,Straight-cut top in airy jersey crêpe with a boat neck and short sleeves with pleated trims.,40301,/images/066/0664074026.jpg,066/0664074026.jpg,False,True
0664074028,664074,Charlie Top,254,Top,Garment Upper body,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,Straight-cut top in airy jersey crêpe with a boat neck and short sleeves with pleated trims.,40302,/images/066/0664074028.jpg,066/0664074028.jpg,False,True
0664074030,664074,Charlie Top,254,Top,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,Straight-cut top in airy jersey crêpe with a boat neck and short sleeves with pleated trims.,40303,/images/066/0664074030.jpg,066/0664074030.jpg,False,True
0664074032,664074,Charlie Top,254,Top,Garment Upper body,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,Straight-cut top in airy jersey crêpe with a boat neck and short sleeves with pleated trims.,40304,/images/066/0664074032.jpg,066/0664074032.jpg,False,True
0664074039,664074,Charlie Top,254,Top,Garment Upper body,1010016,Solid,83,Dark Turquoise,4,Dark,7,Turquoise,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,Straight-cut top in airy jersey crêpe with a boat neck and short sleeves with pleated trims.,40306,/images/066/0664074039.jpg,066/0664074039.jpg,False,True
0664074041,664074,Charlie Top,254,Top,Garment Upper body,1010016,Solid,43,Dark Red,4,Dark,18,Red,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,Straight-cut top in airy jersey crêpe with a boat neck and short sleeves with pleated trims.,40307,/images/066/0664074041.jpg,066/0664074041.jpg,False,True
0664074042,664074,Charlie Top,254,Top,Garment Upper body,1010001,All over pattern,10,White,3,Light,9,White,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,Straight-cut top in airy jersey crêpe with a boat neck and short sleeves with pleated trims.,40308,/images/066/0664074042.jpg,066/0664074042.jpg,False,True
0664074043,664074,Charlie Top,254,Top,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,Straight-cut top in airy jersey crêpe with a boat neck and short sleeves with pleated trims.,40309,/images/066/0664074043.jpg,066/0664074043.jpg,False,True
0664074059,664074,Charlie Top,254,Top,Garment Upper body,1010016,Solid,93,Dark Green,4,Dark,20,Khaki green,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,Straight-cut top in airy jersey crêpe with a boat neck and short sleeves with pleated trims.,40312,/images/066/0664074059.jpg,066/0664074059.jpg,False,True
0664074060,664074,Charlie Top,254,Top,Garment Upper body,1010016,Solid,92,Green,2,Medium Dusty,19,Green,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,Straight-cut top in airy jersey crêpe with a boat neck and short sleeves with pleated trims.,40313,/images/066/0664074060.jpg,066/0664074060.jpg,False,True
0664074061,664074,Charlie Top,254,Top,Garment Upper body,1010004,Check,9,Black,4,Dark,5,Black,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,Straight-cut top in airy jersey crêpe with a boat neck and short sleeves with pleated trims.,40314,/images/066/0664074061.jpg,066/0664074061.jpg,False,True
0664074065,664074,Charlie Top,254,Top,Garment Upper body,1010001,All over pattern,43,Dark Red,7,Medium,18,Red,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,Straight-cut top in airy jersey crêpe with a boat neck and short sleeves with pleated trims.,40315,/images/066/0664074065.jpg,066/0664074065.jpg,False,True
0664074067,664074,Charlie Top,254,Top,Garment Upper body,1010016,Solid,73,Dark Blue,7,Medium,2,Blue,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,Straight-cut top in airy jersey crêpe with a boat neck and short sleeves with pleated trims.,40316,/images/066/0664074067.jpg,066/0664074067.jpg,False,True
0664074068,664074,Charlie Top,254,Top,Garment Upper body,1010016,Solid,93,Dark Green,5,Bright,19,Green,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,Straight-cut top in airy jersey crêpe with a boat neck and short sleeves with pleated trims.,40317,/images/066/0664074068.jpg,066/0664074068.jpg,False,True
0664074077,664074,Charlie Top,254,Top,Garment Upper body,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,Straight-cut top in airy jersey crêpe with a boat neck and short sleeves with pleated trims.,40321,/images/066/0664074077.jpg,066/0664074077.jpg,False,True
0664074079,664074,Charlie Top,254,Top,Garment Upper body,1010016,Solid,52,Pink,1,Dusty Light,4,Pink,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,Straight-cut top in airy jersey crêpe with a boat neck and short sleeves with pleated trims.,40323,/images/066/0664074079.jpg,066/0664074079.jpg,False,True
0664133001,664133,Ashley Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket jeans in washed stretch denim with a high waist, zip fly and button and slim legs.",40339,/images/066/0664133001.jpg,066/0664133001.jpg,True,True
0664133002,664133,Ashley Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,2,Medium Dusty,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket jeans in washed stretch denim with a high waist, zip fly and button and slim legs.",40340,/images/066/0664133002.jpg,066/0664133002.jpg,False,True
0664133003,664133,Ashley Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,72,Blue,2,Medium Dusty,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket jeans in washed stretch denim with a high waist, zip fly and button and slim legs.",40341,/images/066/0664133003.jpg,066/0664133003.jpg,False,True
0664319001,664319,Tiblisi paperwaist tapered,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Trousers in woven fabric with a high paper bag waist, side pockets, detachable tie belt and tapered legs.",40370,/images/066/0664319001.jpg,066/0664319001.jpg,False,True
0664319002,664319,Tiblisi paperwaist tapered,272,Trousers,Garment Lower body,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Trousers in woven fabric with a high paper bag waist, side pockets, detachable tie belt and tapered legs.",40371,/images/066/0664319002.jpg,066/0664319002.jpg,False,True
0664319005,664319,Tiblisi paperwaist tapered,272,Trousers,Garment Lower body,1010016,Solid,93,Dark Green,4,Dark,19,Green,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Trousers in woven fabric with a high paper bag waist, side pockets, detachable tie belt and tapered legs.",40372,/images/066/0664319005.jpg,066/0664319005.jpg,False,True
0664319008,664319,Tiblisi paperwaist tapered,272,Trousers,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Trousers in woven fabric with a high paper bag waist, side pockets, detachable tie belt and tapered legs.",40373,/images/066/0664319008.jpg,066/0664319008.jpg,False,True
0664319009,664319,Tiblisi paperwaist tapered,272,Trousers,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Trousers in woven fabric with a high paper bag waist, side pockets, detachable tie belt and tapered legs.",40374,/images/066/0664319009.jpg,066/0664319009.jpg,False,True
0664319011,664319,Tiblisi paperwaist tapered,272,Trousers,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Trousers in woven fabric with a high paper bag waist, side pockets, detachable tie belt and tapered legs.",40375,/images/066/0664319011.jpg,066/0664319011.jpg,False,True
0664319013,664319,Tiblisi paperwaist tapered,272,Trousers,Garment Lower body,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Trousers in woven fabric with a high paper bag waist, side pockets, detachable tie belt and tapered legs.",40376,/images/066/0664319013.jpg,066/0664319013.jpg,False,True
0664319014,664319,Tiblisi paperwaist tapered,272,Trousers,Garment Lower body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Trousers in woven fabric with a high paper bag waist, side pockets, detachable tie belt and tapered legs.",40377,/images/066/0664319014.jpg,066/0664319014.jpg,False,True
0664319015,664319,Tiblisi paperwaist tapered,272,Trousers,Garment Lower body,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Trousers in woven fabric with a high paper bag waist, side pockets, detachable tie belt and tapered legs.",40378,/images/066/0664319015.jpg,066/0664319015.jpg,False,True
0664319016,664319,Tiblisi paperwaist tapered,272,Trousers,Garment Lower body,1010017,Stripe,12,Light Beige,1,Dusty Light,11,Beige,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Trousers in woven fabric with a high paper bag waist, side pockets, detachable tie belt and tapered legs.",40379,/images/066/0664319016.jpg,066/0664319016.jpg,False,True
0664319021,664319,Tiblisi paperwaist tapered,272,Trousers,Garment Lower body,1010017,Stripe,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Trousers in woven fabric with a high paper bag waist, side pockets, detachable tie belt and tapered legs.",40380,/images/066/0664319021.jpg,066/0664319021.jpg,False,True
0664405001,664405,Virgo Hip belt,67,Belt,Accessories,1010016,Solid,33,Dark Orange,2,Medium Dusty,13,Brown,3509,Belts,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Belt with a metal buckle. Width 2.5 cm.,40410,/images/066/0664405001.jpg,066/0664405001.jpg,False,True
0664405002,664405,Virgo Hip belt,67,Belt,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3509,Belts,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Belt with a metal buckle. Width 2.5 cm.,40411,/images/066/0664405002.jpg,066/0664405002.jpg,True,True
0664405005,664405,Virgo Hip belt,67,Belt,Accessories,1010001,All over pattern,17,Yellowish Brown,2,Medium Dusty,13,Brown,3509,Belts,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Belt with a metal buckle. Width 2.5 cm.,40412,/images/066/0664405005.jpg,066/0664405005.jpg,True,True
0664405007,664405,Virgo Hip belt,67,Belt,Accessories,1010016,Solid,11,Off White,1,Dusty Light,9,White,3509,Belts,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Belt with a metal buckle. Width 2.5 cm.,40413,/images/066/0664405007.jpg,066/0664405007.jpg,False,True
0664405013,664405,Virgo Hip belt,67,Belt,Accessories,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,3509,Belts,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Belt with a metal buckle. Width 2.5 cm.,40414,/images/066/0664405013.jpg,066/0664405013.jpg,False,True
0664405014,664405,Virgo Hip belt,67,Belt,Accessories,1010002,Application/3D,43,Dark Red,4,Dark,18,Red,3509,Belts,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Belt with a metal buckle. Width 2.5 cm.,40415,/images/066/0664405014.jpg,066/0664405014.jpg,False,True
0664405015,664405,Virgo Hip belt,67,Belt,Accessories,1010026,Other structure,22,Yellow,2,Medium Dusty,8,Yellow,3509,Belts,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Belt with a metal buckle. Width 2.5 cm.,40416,/images/066/0664405015.jpg,066/0664405015.jpg,False,True
0664647001,664647,Bruce Skinny Denim Trs,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,5686,Trouser,F,Menswear,3,Menswear,20,Contemporary Smart,1009,Trousers,"5-pocket jeans in washed stretch denim with a regular waist, zip fly and skinny legs.",40449,/images/066/0664647001.jpg,066/0664647001.jpg,True,False
0664746001,664746,Bonnie tank,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Fitted vest top in stretch cotton jersey.,40478,/images/066/0664746001.jpg,066/0664746001.jpg,False,True
0664746002,664746,Bonnie tank,253,Vest top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Fitted vest top in stretch cotton jersey.,40479,/images/066/0664746002.jpg,066/0664746002.jpg,False,True
0664871001,664871,AK SATAY jeans HW,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1744,AK Bottoms,D,Divided,2,Divided,70,Divided Asia keys,1009,Trousers,"5-pocket jeans in washed denim with a high waist, zip fly and straight, ankle-length legs.",40521,/images/066/0664871001.jpg,066/0664871001.jpg,False,True
0665089001,665089,Carla culotte,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Wide, high-waisted, calf-length trousers in sturdy jersey with concealed elastication at the waist and straight legs.",40589,/images/066/0665089001.jpg,066/0665089001.jpg,False,False
0665095003,665095,Kalinda trs,273,Leggings/Tights,Garment Lower body,1010004,Check,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"High-waisted, ankle-length trousers in stretch jersey with concealed elastication at the waist, a visible zip at the back and slim legs.",40596,/images/066/0665095003.jpg,066/0665095003.jpg,False,True
0665095004,665095,Kalinda trs,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"High-waisted, ankle-length trousers in stretch jersey with concealed elastication at the waist, a visible zip at the back and slim legs.",40597,/images/066/0665095004.jpg,066/0665095004.jpg,False,True
0665095005,665095,Kalinda trs,273,Leggings/Tights,Garment Lower body,1010004,Check,7,Grey,2,Medium Dusty,12,Grey,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"High-waisted, ankle-length trousers in stretch jersey with concealed elastication at the waist, a visible zip at the back and slim legs.",40598,/images/066/0665095005.jpg,066/0665095005.jpg,False,True
0665963008,665963,Cardamom thong,286,Underwear bottom,Underwear,1010021,Lace,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace thong briefs with a low waist, lined gusset, narrow sides and string back.",40904,/images/066/0665963008.jpg,066/0665963008.jpg,False,True
0666116002,666116,Breadwinner Cheeky Brief,59,Swimwear bottom,Swimwear,1010016,Solid,32,Orange,5,Bright,8,Yellow,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms with a low waist, decorative straps at the sides and high cut at the back.",40947,/images/066/0666116002.jpg,066/0666116002.jpg,False,True
0666131001,666131,On The Prowl V Brief SPEED,59,Swimwear bottom,Swimwear,1010001,All over pattern,13,Beige,2,Medium Dusty,11,Beige,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms with a low, V-shaped waist.",40949,/images/066/0666131001.jpg,066/0666131001.jpg,False,True
0666247003,666247,Highline Highwaist Brief SPEED,59,Swimwear bottom,Swimwear,1010016,Solid,42,Red,5,Bright,18,Red,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini bottoms with a high waist and high cut at the back.,40966,/images/066/0666247003.jpg,066/0666247003.jpg,False,True
0666254003,666254,Girlfriend R.W.,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket ankle-length jeans in washed stretch denim with a regular waist, zip fly and button, and tapered legs.",40968,/images/066/0666254003.jpg,066/0666254003.jpg,False,True
0666382014,666382,Pingu top,252,Sweater,Garment Upper body,1010001,All over pattern,13,Beige,2,Medium Dusty,11,Beige,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,Jersey top with a slightly wider neckline and long dolman sleeves.,41007,/images/066/0666382014.jpg,066/0666382014.jpg,False,True
0666448001,666448,Janet sweater,252,Sweater,Garment Upper body,1010010,Melange,8,Dark Grey,2,Medium Dusty,12,Grey,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Long-sleeved jumper in a soft, fine knit with ribbing around the neckline, cuffs and hem.",41021,/images/066/0666448001.jpg,066/0666448001.jpg,True,False
0666448006,666448,Janet sweater,252,Sweater,Garment Upper body,1010016,Solid,72,Blue,2,Medium Dusty,2,Blue,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Long-sleeved jumper in a soft, fine knit with ribbing around the neckline, cuffs and hem.",41024,/images/066/0666448006.jpg,066/0666448006.jpg,True,False
0666448007,666448,Janet sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Long-sleeved jumper in a soft, fine knit with ribbing around the neckline, cuffs and hem.",41025,/images/066/0666448007.jpg,066/0666448007.jpg,True,False
0666617002,666617,Rose Lace Thong..,286,Underwear bottom,Underwear,1010021,Lace,9,Black,4,Dark,5,Black,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear","Lace thong briefs with a low waist, lined gusset, narrow sides and string back.",41055,/images/066/0666617002.jpg,066/0666617002.jpg,False,True
0667499001,667499,Despacito (1),258,Blouse,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in woven fabric with a collar, buttons down the front, a gathered yoke at the back. long sleeves with buttoned cuffs,and a rounded hem. Slightly longer at the back.",41186,/images/066/0667499001.jpg,066/0667499001.jpg,False,True
0667499004,667499,Despacito,258,Blouse,Garment Upper body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in woven fabric with a collar, buttons down the front, a gathered yoke at the back. long sleeves with buttoned cuffs,and a rounded hem. Slightly longer at the back.",41188,/images/066/0667499004.jpg,066/0667499004.jpg,False,True
0667499013,667499,Despacito,258,Blouse,Garment Upper body,1010001,All over pattern,17,Yellowish Brown,2,Medium Dusty,13,Brown,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in woven fabric with a collar, buttons down the front, a gathered yoke at the back. long sleeves with buttoned cuffs,and a rounded hem. Slightly longer at the back.",41196,/images/066/0667499013.jpg,066/0667499013.jpg,False,True
0667641001,667641,Hazelnut push body,283,Underwear body,Underwear,1010021,Lace,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Push-up body in lace and mesh with underwired, moulded, padded cups for a larger bust and fuller cleavage, and a half-string back. Narrow, adjustable shoulder straps, an opening with a hook-and-eye fastening at the back and a lined gusset with concealed press-studs.",41225,/images/066/0667641001.jpg,066/0667641001.jpg,False,True
0668364001,668364,Poetic Swimsuit,57,Swimsuit,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"V-neck swimsuit with narrow, adjustable shoulder straps, a low-cut back and high-cut legs. Detachable belt with a plastic fastener at the waist. Lined.",41338,/images/066/0668364001.jpg,066/0668364001.jpg,False,True
0668390001,668390,Deuce top,298,Bikini top,Swimwear,1010016,Solid,43,Dark Red,4,Dark,3,Orange,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini top with triangular cups and ties at the back and back of the neck.,41339,/images/066/0668390001.jpg,066/0668390001.jpg,False,True
0668396001,668396,Deuce v-brief,59,Swimwear bottom,Swimwear,1010016,Solid,43,Dark Red,4,Dark,3,Orange,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms with a low, V-shaped waist.",41340,/images/066/0668396001.jpg,066/0668396001.jpg,False,True
0668537001,668537,Doutzen,262,Jacket,Garment Upper body,1010016,Solid,14,Dark Beige,2,Medium Dusty,11,Beige,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Long coat in pile with narrow notch lapels, a concealed press-stud fastening at the front and pockets in the side seams. Lined.",41354,/images/066/0668537001.jpg,066/0668537001.jpg,True,False
0669501001,669501,Nutella Suspenderbelt,286,Underwear bottom,Underwear,1010016,Solid,43,Dark Red,7,Medium,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear",Lace suspender belt for holding up nylon stockings. Elastication at the top and an adjustable fastening at the back.,41529,/images/066/0669501001.jpg,066/0669501001.jpg,False,True
0669642001,669642,HOBNOB TURTLENECK,252,Sweater,Garment Upper body,1010017,Stripe,9,Black,4,Dark,5,Black,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,"Long-sleeved polo-neck top in soft, sturdy cotton jersey.",41581,/images/066/0669642001.jpg,066/0669642001.jpg,False,True
0669882005,669882,Thelma tie top,254,Top,Garment Upper body,1010016,Solid,23,Dark Yellow,2,Medium Dusty,13,Brown,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Top in jersey crêpe with dropped shoulders, long, cuffed sleeves, and a decorative tie detail at the hem.",41660,/images/066/0669882005.jpg,066/0669882005.jpg,True,False
0669950003,669950,Benjamin jeggers,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,Leggings in sturdy cotton jersey with fake front pockets and real back pockets. Wide waist panel for best fit over the tummy.,41698,/images/066/0669950003.jpg,066/0669950003.jpg,False,True
0670435008,670435,Billie,253,Vest top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Cropped vest top in soft jersey made from a cotton blend.,41852,/images/067/0670435008.jpg,067/0670435008.jpg,False,True
0670698001,670698,Rachel HW Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,71,Light Blue,3,Light,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket, ankle-length jeans in washed stretch denim in a relaxed fit with a high waist, zip fly and button and straight legs with cut-off, raw-edge hems.",41918,/images/067/0670698001.jpg,067/0670698001.jpg,False,True
0670942005,670942,W GENOVA TRS EQ,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,3030,Equatorial Assortment,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1001,Unknown,"Trousers woven in a stretch cotton blend with a high waist, concealed zip in the side, side pockets and slim, ankle-length legs.",41946,/images/067/0670942005.jpg,067/0670942005.jpg,False,True
0671502001,671502,EDC TRISTAN DRESS,265,Dress,Garment Full body,1010016,Solid,1,Other,6,Undefined,14,undefined,3090,Campaigns,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1023,Special Offers,"Knee-length dress in an airy plumeti weave with an opening and ties at the top, a small stand-up collar and a wide flounce around the neckline. Long sleeves with elastication at the cuffs, an elasticated seam at the waist and wide flounce at the hem. Sewn-in jersey inner dress.",42080,/images/067/0671502001.jpg,067/0671502001.jpg,True,False
0671515001,671515,EDC J CARLOTTA POLO TOP,257,Polo shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,3090,Campaigns,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1023,Special Offers,"Long-sleeved, polo-neck top in stretch viscose jersey with a slight sheen. Straight-cut hem.",42087,/images/067/0671515001.jpg,067/0671515001.jpg,False,True
0671553002,671553,Camille cardigan,245,Cardigan,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1646,Knitwear Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1003,Knitwear,"Long-sleeved cardigan in a soft fine knit with a V-neck and buttons down the front. Ribbing around the neckline, cuffs and hem.",42107,/images/067/0671553002.jpg,067/0671553002.jpg,False,True
0671596001,671596,2p Basic Scrunchie,73,Hair string,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Elasticated scrunchies in soft cotton jersey.,42115,/images/067/0671596001.jpg,067/0671596001.jpg,False,True
0671607001,671607,Julie Seam At Back 1p tights,304,Underwear Tights,Socks & Tights,1010016,Solid,9,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Tights with a seam down the back of the legs. 30 denier.,42129,/images/067/0671607001.jpg,067/0671607001.jpg,False,True
0671607002,671607,Julie Seam At Back 1p tights,304,Underwear Tights,Socks & Tights,1010009,Glittering/Metallic,9,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Tights with a seam down the back of the legs. 30 denier.,42130,/images/067/0671607002.jpg,067/0671607002.jpg,False,True
